Brand,Processor,RAM (GB),Storage Type,Storage Size,GPU,Screen Size (inch),Resolution,Battery Life (hours),Weight (kg),Operating System,Price ($),Price Category
MSI,Intel i7,4,SSD,256.0,Integrated,14.0,1920x1080,7.2,2.87,Windows,908.17,Mid-End
Dell,AMD Ryzen 3,16,SSD,512.0,Nvidia RTX 2060,17.3,3840x2160,7.5,3.33,Windows,1879.12,High-End
HP,Intel i7,64,SSD,512.0,Integrated,15.6,1920x1080,5.0,2.8,Linux,2246.54,High-End
HP,AMD Ryzen 9,64,SSD,2048.0,AMD Radeon RX 6600,14.0,2560x1440,6.0,2.68,FreeDOS,4841.47,Luxury
Microsoft,AMD Ryzen 7,64,SSD,256.0,AMD Radeon RX 6600,13.3,3840x2160,6.2,2.79,Windows,4856.96,Luxury
Samsung,AMD Ryzen 9,64,SSD,1024.0,Nvidia RTX 2060,14.0,1366x768,8.9,2.76,macOS,3322.3,Luxury
HP,AMD Ryzen 3,4,SSD,256.0,Integrated,17.3,3840x2160,11.7,2.18,Windows,844.17,Mid-End
MSI,AMD Ryzen 3,64,SSD,256.0,Nvidia RTX 3080,15.6,3840x2160,4.2,3.49,FreeDOS,4651.94,Luxury
Samsung,AMD Ryzen 3,64,SSD,1024.0,Nvidia GTX 1650,17.3,3840x2160,8.6,3.08,Windows,3543.53,Luxury
Microsoft,AMD Ryzen 7,16,SSD,2048.0,Integrated,16.0,2560x1440,11.3,2.64,FreeDOS,1251.15,Mid-End
Asus,AMD Ryzen 7,32,SSD,512.0,Nvidia RTX 3080,14.0,1366x768,12.0,2.9,Linux,1671.77,High-End
Microsoft,Intel i5,32,SSD,512.0,AMD Radeon RX 6600,13.3,1920x1080,8.1,1.27,FreeDOS,1618.07,High-End
Asus,Intel i9,16,SSD,512.0,AMD Radeon RX 6600,14.0,1366x768,6.8,2.19,macOS,1629.89,High-End
Microsoft,AMD Ryzen 9,64,SSD,1024.0,AMD Radeon RX 6800,15.6,3840x2160,5.8,2.59,Linux,7174.89,Luxury
Microsoft,AMD Ryzen 7,16,SSD,256.0,Nvidia RTX 3080,13.3,1366x768,7.4,3.17,Linux,1227.22,Mid-End
Samsung,Intel i9,64,SSD,256.0,AMD Radeon RX 6800,13.3,1920x1080,10.6,1.54,macOS,3795.01,Luxury
HP,Intel i7,8,SSD,2048.0,Nvidia GTX 1650,15.6,3840x2160,11.8,2.66,Linux,2389.37,High-End
Asus,Intel i7,32,SSD,512.0,Nvidia GTX 1650,16.0,2560x1440,9.3,1.66,Windows,2649.46,High-End
Apple,AMD Ryzen 9,16,SSD,2048.0,Nvidia GTX 1650,15.6,1366x768,5.0,1.34,Windows,2797.38,High-End
MSI,Intel i9,8,SSD,2048.0,Integrated,14.0,3840x2160,9.4,3.19,macOS,2435.32,High-End
Lenovo,Intel i7,64,SSD,256.0,Integrated,16.0,3840x2160,11.5,2.81,macOS,3608.15,Luxury
Lenovo,AMD Ryzen 3,8,SSD,512.0,AMD Radeon RX 6800,17.3,2560x1440,10.9,1.67,macOS,1197.24,Mid-End
Microsoft,AMD Ryzen 9,8,HDD,1024.0,Nvidia RTX 3060,14.0,3840x2160,6.6,1.33,Linux,2328.57,High-End
Acer,AMD Ryzen 5,4,SSD,1024.0,Nvidia RTX 3080,17.3,3840x2160,10.7,1.3,FreeDOS,1660.74,High-End
Apple,Intel i7,8,HDD,1024.0,Integrated,15.6,2560x1440,10.9,1.95,macOS,1565.08,High-End
Razer,AMD Ryzen 3,4,SSD,1024.0,AMD Radeon RX 6800,13.3,1366x768,5.8,3.24,Windows,807.73,Mid-End
Microsoft,AMD Ryzen 3,16,HDD,1024.0,Nvidia RTX 2060,17.3,1366x768,9.3,1.78,Linux,773.14,Low-End
Apple,Intel i5,4,HDD,1024.0,Nvidia GTX 1650,13.3,2560x1440,5.4,2.16,Windows,1527.84,High-End
Microsoft,AMD Ryzen 3,32,SSD,2048.0,Nvidia GTX 1650,17.3,2560x1440,7.7,1.38,FreeDOS,1920.67,High-End
MSI,AMD Ryzen 7,8,HDD,1024.0,Nvidia RTX 3080,14.0,1920x1080,11.1,2.0,Linux,1225.12,Mid-End
Samsung,Intel i3,64,SSD,1024.0,Nvidia GTX 1650,14.0,1366x768,8.8,3.2,FreeDOS,1667.97,High-End
MSI,AMD Ryzen 5,32,SSD,256.0,Integrated,16.0,1366x768,11.1,3.5,FreeDOS,1160.96,Mid-End
Acer,Intel i5,8,SSD,1024.0,AMD Radeon RX 6800,13.3,1920x1080,7.4,1.51,Windows,1143.1,Mid-End
MSI,Intel i5,32,SSD,512.0,AMD Radeon RX 6800,16.0,2560x1440,7.0,3.49,Windows,2754.97,High-End
Apple,Intel i5,8,SSD,256.0,Nvidia RTX 3060,16.0,3840x2160,6.9,3.41,Windows,2850.25,High-End
Asus,Intel i9,8,SSD,1024.0,Nvidia GTX 1650,16.0,1366x768,11.6,2.54,Linux,1607.34,High-End
Apple,AMD Ryzen 7,32,SSD,2048.0,Integrated,17.3,1920x1080,4.6,3.25,FreeDOS,2253.39,High-End
MSI,AMD Ryzen 5,32,HDD,1024.0,Nvidia GTX 1650,13.3,1366x768,10.4,2.42,macOS,1533.42,High-End
MSI,AMD Ryzen 5,64,SSD,1024.0,Nvidia RTX 3060,17.3,1920x1080,8.0,2.18,macOS,3420.88,Luxury
Lenovo,Intel i3,32,SSD,1024.0,Nvidia GTX 1650,16.0,1366x768,10.7,2.41,Linux,1284.16,Mid-End
Apple,Intel i3,32,SSD,1024.0,Integrated,16.0,1366x768,8.2,2.58,macOS,1322.63,Mid-End
HP,AMD Ryzen 7,64,SSD,256.0,AMD Radeon RX 6600,15.6,2560x1440,6.4,2.63,Linux,3930.86,Luxury
Samsung,Intel i9,32,SSD,256.0,Nvidia RTX 3080,13.3,2560x1440,9.1,2.03,Windows,3315.02,Luxury
Lenovo,AMD Ryzen 7,16,SSD,2048.0,Integrated,13.3,3840x2160,4.1,1.32,Windows,1690.5,High-End
HP,AMD Ryzen 9,32,SSD,2048.0,Integrated,15.6,2560x1440,5.1,2.83,Windows,2512.87,High-End
Microsoft,Intel i3,8,HDD,1024.0,AMD Radeon RX 6600,13.3,3840x2160,11.4,1.92,macOS,1221.31,Mid-End
Samsung,Intel i9,32,SSD,512.0,Nvidia GTX 1650,16.0,3840x2160,8.3,2.57,FreeDOS,4815.87,Luxury
Lenovo,AMD Ryzen 7,32,HDD,1024.0,AMD Radeon RX 6600,16.0,1366x768,7.8,1.72,Linux,1628.12,High-End
MSI,Intel i3,32,HDD,1024.0,Nvidia RTX 3060,16.0,1920x1080,9.4,3.46,Windows,1450.25,Mid-End
Apple,Intel i5,64,SSD,256.0,AMD Radeon RX 6600,16.0,3840x2160,9.7,2.7,Windows,6334.14,Luxury
MSI,Intel i3,64,SSD,256.0,AMD Radeon RX 6600,13.3,1366x768,5.9,2.55,Linux,2110.91,High-End
Microsoft,AMD Ryzen 5,32,SSD,2048.0,Integrated,14.0,1920x1080,9.4,2.99,Linux,1235.27,Mid-End
MSI,AMD Ryzen 3,4,HDD,1024.0,AMD Radeon RX 6600,15.6,1366x768,4.9,1.28,Windows,673.28,Low-End
Dell,Intel i7,16,HDD,1024.0,Nvidia GTX 1650,16.0,3840x2160,6.6,3.4,Windows,2382.6,High-End
HP,AMD Ryzen 5,64,SSD,1024.0,Nvidia RTX 2060,15.6,1920x1080,11.6,3.2,Windows,2518.04,High-End
Asus,Intel i9,16,SSD,1024.0,AMD Radeon RX 6800,16.0,2560x1440,6.8,2.86,Linux,2650.42,High-End
MSI,Intel i7,4,SSD,512.0,Integrated,16.0,2560x1440,8.4,2.94,Windows,1333.96,Mid-End
Asus,Intel i5,8,SSD,256.0,AMD Radeon RX 6600,15.6,1366x768,8.4,1.24,Linux,974.69,Mid-End
Microsoft,Intel i7,64,SSD,2048.0,Nvidia RTX 3080,17.3,3840x2160,8.8,1.7,Windows,5397.19,Luxury
Razer,AMD Ryzen 9,4,SSD,256.0,Integrated,16.0,1366x768,7.7,2.84,macOS,1164.38,Mid-End
Dell,Intel i9,32,SSD,2048.0,Nvidia RTX 3080,14.0,2560x1440,8.5,1.32,macOS,3359.13,Luxury
Microsoft,Intel i9,32,SSD,2048.0,Integrated,17.3,1366x768,8.8,1.61,FreeDOS,1630.22,High-End
Samsung,Intel i3,16,SSD,2048.0,Nvidia GTX 1650,16.0,1366x768,8.9,3.46,macOS,793.3,Low-End
MSI,AMD Ryzen 3,32,SSD,512.0,Nvidia GTX 1650,14.0,1366x768,6.2,2.31,Linux,1577.52,High-End
Apple,AMD Ryzen 9,16,SSD,1024.0,AMD Radeon RX 6800,16.0,3840x2160,5.0,2.33,Linux,5278.83,Luxury
Microsoft,Intel i7,16,SSD,2048.0,Nvidia RTX 3060,17.3,1920x1080,6.3,3.01,Windows,1674.86,High-End
Microsoft,Intel i3,16,SSD,256.0,Nvidia RTX 3080,16.0,2560x1440,7.6,2.65,FreeDOS,1271.09,Mid-End
Asus,Intel i5,32,HDD,1024.0,Nvidia GTX 1650,13.3,3840x2160,9.7,2.23,Windows,2158.02,High-End
Apple,Intel i9,8,SSD,512.0,Nvidia RTX 3060,16.0,2560x1440,6.7,2.51,macOS,3290.11,Luxury
Samsung,AMD Ryzen 5,64,SSD,2048.0,Integrated,15.6,1920x1080,9.9,3.31,Windows,1635.83,High-End
Lenovo,AMD Ryzen 3,16,SSD,1024.0,AMD Radeon RX 6800,15.6,3840x2160,8.9,2.09,FreeDOS,1914.72,High-End
MSI,Intel i5,32,SSD,1024.0,AMD Radeon RX 6600,14.0,2560x1440,5.6,1.24,FreeDOS,2636.91,High-End
HP,Intel i5,32,SSD,512.0,Nvidia GTX 1650,16.0,1920x1080,9.9,1.88,Linux,1670.15,High-End
Razer,AMD Ryzen 5,8,SSD,1024.0,Nvidia RTX 3060,15.6,1366x768,11.2,2.8,Linux,1413.93,Mid-End
HP,Intel i3,32,HDD,1024.0,AMD Radeon RX 6800,17.3,3840x2160,9.2,3.19,Linux,2126.52,High-End
Dell,AMD Ryzen 5,4,SSD,2048.0,Nvidia RTX 2060,16.0,1920x1080,8.0,2.5,macOS,1118.09,Mid-End
HP,Intel i9,16,SSD,1024.0,Nvidia RTX 3060,15.6,1920x1080,11.4,1.59,FreeDOS,2152.76,High-End
Razer,Intel i9,64,SSD,256.0,Nvidia GTX 1650,13.3,3840x2160,4.9,3.09,FreeDOS,9032.16,Luxury
Lenovo,AMD Ryzen 7,64,SSD,512.0,Integrated,16.0,1366x768,5.2,3.33,FreeDOS,1851.67,High-End
Asus,Intel i3,64,SSD,256.0,Nvidia RTX 3080,14.0,3840x2160,4.5,2.53,Linux,3159.73,Luxury
Samsung,Intel i9,4,SSD,256.0,AMD Radeon RX 6600,15.6,3840x2160,7.3,1.93,Windows,2775.59,High-End
Asus,AMD Ryzen 7,4,SSD,2048.0,Nvidia RTX 2060,14.0,1920x1080,10.0,1.22,FreeDOS,1048.32,Mid-End
Samsung,Intel i9,32,SSD,1024.0,Nvidia RTX 3060,16.0,2560x1440,4.5,2.45,Linux,3609.67,Luxury
Acer,AMD Ryzen 5,4,SSD,1024.0,AMD Radeon RX 6600,15.6,1366x768,11.4,2.03,Linux,775.68,Low-End
Lenovo,Intel i7,32,SSD,1024.0,Nvidia RTX 3080,15.6,1366x768,8.1,3.13,Linux,1725.51,High-End
HP,Intel i3,16,HDD,1024.0,Nvidia RTX 3060,17.3,2560x1440,5.2,1.74,FreeDOS,1124.19,Mid-End
Razer,AMD Ryzen 7,64,HDD,1024.0,AMD Radeon RX 6800,15.6,2560x1440,5.4,3.16,Linux,4818.17,Luxury
Microsoft,Intel i7,8,SSD,512.0,Integrated,16.0,2560x1440,4.3,2.21,macOS,1089.96,Mid-End
Lenovo,AMD Ryzen 3,16,HDD,1024.0,AMD Radeon RX 6800,17.3,1366x768,4.6,1.74,Windows,845.64,Mid-End
Apple,Intel i5,16,SSD,2048.0,Nvidia RTX 3060,17.3,3840x2160,6.9,2.24,Windows,3337.78,Luxury
Acer,Intel i5,16,SSD,256.0,Nvidia RTX 3060,13.3,1920x1080,10.9,1.24,FreeDOS,1239.88,Mid-End
Lenovo,AMD Ryzen 5,32,SSD,2048.0,Nvidia RTX 3080,17.3,1920x1080,6.5,2.39,FreeDOS,1714.24,High-End
Microsoft,Intel i7,16,SSD,512.0,AMD Radeon RX 6600,13.3,3840x2160,8.2,3.22,FreeDOS,2618.18,High-End
Asus,AMD Ryzen 3,64,SSD,256.0,Nvidia RTX 2060,16.0,2560x1440,8.6,2.56,macOS,2686.06,High-End
Razer,Intel i9,8,SSD,256.0,Nvidia GTX 1650,16.0,1920x1080,7.3,1.9,FreeDOS,2418.11,High-End
Razer,Intel i5,8,HDD,1024.0,Nvidia RTX 3060,13.3,1366x768,10.3,1.31,Linux,880.5,Mid-End
Samsung,Intel i3,4,SSD,1024.0,Nvidia RTX 2060,17.3,1920x1080,8.0,1.26,FreeDOS,825.89,Mid-End
Samsung,AMD Ryzen 9,16,SSD,2048.0,AMD Radeon RX 6600,15.6,1366x768,6.6,1.72,Windows,1709.79,High-End
Acer,Intel i5,16,HDD,1024.0,Integrated,13.3,1920x1080,9.5,3.42,Linux,650.45,Low-End
Dell,AMD Ryzen 9,8,SSD,512.0,AMD Radeon RX 6800,16.0,2560x1440,7.2,1.81,macOS,2258.04,High-End
Acer,Intel i7,4,SSD,512.0,Nvidia GTX 1650,16.0,2560x1440,6.2,1.96,FreeDOS,1484.46,Mid-End
Razer,Intel i9,64,HDD,1024.0,Integrated,14.0,1366x768,4.5,2.97,FreeDOS,2513.62,High-End
Asus,AMD Ryzen 7,64,HDD,1024.0,AMD Radeon RX 6600,16.0,1366x768,10.6,3.11,FreeDOS,2375.17,High-End
Dell,Intel i9,64,SSD,2048.0,Nvidia RTX 2060,16.0,2560x1440,9.8,2.53,Linux,5499.27,Luxury
Dell,AMD Ryzen 9,4,SSD,1024.0,AMD Radeon RX 6800,14.0,2560x1440,7.2,1.21,Windows,1846.75,High-End
HP,AMD Ryzen 5,16,SSD,1024.0,Nvidia RTX 3060,13.3,3840x2160,7.7,2.99,Windows,1924.55,High-End
Lenovo,Intel i7,4,SSD,1024.0,Integrated,16.0,1366x768,8.0,1.71,Windows,614.13,Low-End
Asus,AMD Ryzen 5,32,SSD,512.0,AMD Radeon RX 6800,17.3,3840x2160,6.7,1.76,Linux,2803.58,High-End
Asus,Intel i3,4,SSD,256.0,Integrated,15.6,1366x768,7.3,2.55,Windows,422.95,Low-End
Lenovo,AMD Ryzen 9,64,HDD,1024.0,AMD Radeon RX 6800,14.0,1366x768,10.2,2.14,macOS,2878.94,High-End
Razer,Intel i5,8,SSD,2048.0,Nvidia GTX 1650,13.3,1366x768,9.1,1.29,FreeDOS,1253.3,Mid-End
Razer,Intel i7,32,SSD,256.0,Nvidia RTX 3080,15.6,3840x2160,6.7,1.88,Linux,4889.73,Luxury
Samsung,AMD Ryzen 9,64,SSD,1024.0,Nvidia RTX 2060,15.6,1366x768,5.1,1.42,FreeDOS,3685.52,Luxury
Asus,Intel i9,4,SSD,512.0,Integrated,16.0,3840x2160,6.1,3.0,macOS,1922.22,High-End
Lenovo,AMD Ryzen 3,32,SSD,2048.0,Nvidia RTX 3080,17.3,1366x768,8.7,2.63,Windows,1323.24,Mid-End
Lenovo,Intel i5,64,SSD,512.0,Nvidia GTX 1650,16.0,1366x768,9.8,2.16,Windows,2148.24,High-End
Microsoft,Intel i9,16,SSD,1024.0,Nvidia GTX 1650,15.6,1920x1080,6.4,3.06,macOS,2299.66,High-End
Lenovo,AMD Ryzen 7,32,SSD,2048.0,AMD Radeon RX 6600,17.3,1366x768,8.8,2.19,FreeDOS,1747.33,High-End
Apple,Intel i5,8,HDD,1024.0,Nvidia RTX 3080,15.6,1920x1080,9.7,3.07,macOS,1499.19,Mid-End
HP,AMD Ryzen 9,8,SSD,2048.0,Nvidia RTX 3060,14.0,3840x2160,5.7,1.21,FreeDOS,2602.62,High-End
Samsung,AMD Ryzen 9,32,SSD,512.0,AMD Radeon RX 6800,17.3,1366x768,8.0,2.55,FreeDOS,2314.57,High-End
Razer,Intel i3,4,SSD,512.0,Nvidia RTX 3060,17.3,2560x1440,5.4,1.48,FreeDOS,1432.43,Mid-End
Lenovo,Intel i9,32,SSD,2048.0,AMD Radeon RX 6800,14.0,1366x768,10.5,3.2,Linux,2196.34,High-End
Acer,AMD Ryzen 3,64,SSD,2048.0,Nvidia GTX 1650,15.6,1920x1080,7.4,3.28,FreeDOS,2301.59,High-End
HP,AMD Ryzen 5,32,SSD,1024.0,Nvidia RTX 3080,13.3,1920x1080,5.0,2.14,Linux,1535.91,High-End
MSI,Intel i3,4,HDD,1024.0,Nvidia RTX 3060,13.3,1920x1080,5.2,1.63,Linux,810.69,Mid-End
Razer,AMD Ryzen 3,4,HDD,1024.0,Nvidia RTX 3060,16.0,2560x1440,10.1,1.38,macOS,1086.03,Mid-End
Razer,Intel i3,16,SSD,256.0,Nvidia RTX 3080,17.3,1366x768,7.0,3.18,FreeDOS,1152.34,Mid-End
Lenovo,Intel i5,64,SSD,512.0,Nvidia RTX 3080,16.0,3840x2160,11.4,2.7,Windows,4200.16,Luxury
HP,Intel i9,64,SSD,256.0,Nvidia RTX 2060,14.0,1920x1080,9.2,2.38,FreeDOS,4058.03,Luxury
Lenovo,Intel i5,8,SSD,1024.0,AMD Radeon RX 6600,13.3,1366x768,8.8,1.99,FreeDOS,805.87,Mid-End
Apple,AMD Ryzen 7,16,SSD,1024.0,Nvidia RTX 3060,15.6,1920x1080,7.5,1.22,Linux,2553.67,High-End
MSI,Intel i5,64,SSD,1024.0,Nvidia GTX 1650,14.0,2560x1440,9.4,2.88,Windows,3735.42,Luxury
Lenovo,Intel i9,4,SSD,256.0,AMD Radeon RX 6600,15.6,1366x768,10.3,1.58,Linux,1447.37,Mid-End
Microsoft,AMD Ryzen 9,8,SSD,1024.0,Nvidia RTX 3060,15.6,1920x1080,11.9,2.84,Linux,1816.09,High-End
Lenovo,AMD Ryzen 5,16,HDD,1024.0,Integrated,15.6,3840x2160,5.7,1.35,Windows,1302.89,Mid-End
Lenovo,Intel i5,16,SSD,512.0,AMD Radeon RX 6600,13.3,2560x1440,6.0,3.39,macOS,1400.75,Mid-End
Samsung,AMD Ryzen 3,8,SSD,2048.0,Nvidia RTX 3060,16.0,1920x1080,7.0,1.65,macOS,1040.34,Mid-End
Dell,Intel i3,32,SSD,1024.0,AMD Radeon RX 6600,16.0,2560x1440,6.6,1.6,FreeDOS,1885.95,High-End
Dell,Intel i9,16,SSD,2048.0,AMD Radeon RX 6600,15.6,3840x2160,8.2,3.26,Linux,3744.92,Luxury
Samsung,AMD Ryzen 5,32,HDD,1024.0,Nvidia RTX 3060,14.0,3840x2160,10.8,1.23,Linux,2135.12,High-End
Razer,Intel i9,64,SSD,512.0,Nvidia RTX 3060,14.0,3840x2160,8.5,2.95,Windows,9222.39,Luxury
Dell,Intel i9,16,SSD,512.0,Nvidia GTX 1650,15.6,1920x1080,8.7,2.6,Linux,2093.83,High-End
Asus,AMD Ryzen 7,4,SSD,2048.0,Nvidia GTX 1650,17.3,1366x768,6.9,1.84,macOS,1165.8,Mid-End
Acer,Intel i7,64,SSD,1024.0,Nvidia GTX 1650,14.0,2560x1440,11.4,3.2,FreeDOS,3815.29,Luxury
Dell,AMD Ryzen 5,16,SSD,1024.0,Nvidia RTX 3080,14.0,2560x1440,8.3,1.81,Linux,1383.67,Mid-End
Razer,Intel i3,4,SSD,2048.0,Nvidia RTX 3060,15.6,3840x2160,5.4,2.74,Linux,1885.42,High-End
Microsoft,AMD Ryzen 7,32,SSD,2048.0,AMD Radeon RX 6800,17.3,1366x768,10.9,1.42,macOS,1705.76,High-End
Dell,AMD Ryzen 5,32,SSD,1024.0,AMD Radeon RX 6800,14.0,1366x768,9.2,1.71,Windows,1258.78,Mid-End
Microsoft,Intel i9,8,HDD,1024.0,Integrated,14.0,1920x1080,4.5,2.63,Linux,813.28,Mid-End
HP,Intel i3,64,SSD,2048.0,Nvidia RTX 3080,13.3,1920x1080,7.7,3.26,Linux,1938.13,High-End
Apple,AMD Ryzen 3,4,SSD,1024.0,Nvidia RTX 3080,14.0,2560x1440,11.9,2.86,Linux,1527.4,High-End
MSI,AMD Ryzen 9,4,SSD,1024.0,Nvidia GTX 1650,14.0,1366x768,9.5,3.15,FreeDOS,1520.6,High-End
Razer,AMD Ryzen 7,4,SSD,2048.0,Nvidia RTX 3060,16.0,1366x768,10.0,1.3,macOS,1562.71,High-End
Razer,AMD Ryzen 3,8,SSD,512.0,Nvidia RTX 3060,17.3,2560x1440,9.3,1.89,FreeDOS,1578.8,High-End
Apple,AMD Ryzen 5,16,SSD,2048.0,AMD Radeon RX 6600,17.3,2560x1440,11.8,2.85,macOS,2342.84,High-End
Microsoft,Intel i7,4,SSD,256.0,Nvidia RTX 3060,15.6,1920x1080,6.7,2.24,Linux,1262.44,Mid-End
Lenovo,AMD Ryzen 3,8,SSD,2048.0,AMD Radeon RX 6800,16.0,1366x768,4.4,3.44,macOS,717.03,Low-End
Samsung,Intel i9,8,SSD,256.0,Nvidia RTX 3060,17.3,2560x1440,11.6,1.98,Windows,2216.77,High-End
Microsoft,AMD Ryzen 7,64,HDD,1024.0,Nvidia GTX 1650,13.3,2560x1440,5.2,1.5,FreeDOS,3129.11,Luxury
Samsung,AMD Ryzen 9,32,SSD,512.0,AMD Radeon RX 6600,16.0,1366x768,6.3,1.72,Windows,2453.15,High-End
Asus,AMD Ryzen 5,16,SSD,256.0,Integrated,16.0,1920x1080,4.2,1.41,FreeDOS,773.99,Low-End
Dell,Intel i7,4,SSD,512.0,Nvidia GTX 1650,15.6,3840x2160,7.0,1.27,macOS,2187.69,High-End
Acer,AMD Ryzen 3,4,SSD,1024.0,Nvidia RTX 3080,14.0,1920x1080,11.1,3.42,macOS,654.86,Low-End
Razer,AMD Ryzen 9,16,SSD,256.0,Nvidia GTX 1650,16.0,1920x1080,6.6,2.09,Windows,2942.09,High-End
Dell,AMD Ryzen 3,8,SSD,2048.0,AMD Radeon RX 6800,13.3,1920x1080,10.9,1.25,Linux,793.69,Low-End
Dell,Intel i5,64,HDD,1024.0,Integrated,13.3,1920x1080,7.3,3.01,Linux,1349.84,Mid-End
Asus,AMD Ryzen 3,64,SSD,2048.0,AMD Radeon RX 6800,17.3,1366x768,7.3,2.53,FreeDOS,1926.72,High-End
Lenovo,AMD Ryzen 3,32,SSD,2048.0,Nvidia GTX 1650,16.0,2560x1440,8.9,2.72,Windows,1761.9,High-End
Lenovo,AMD Ryzen 3,4,SSD,2048.0,Nvidia RTX 2060,13.3,1920x1080,10.2,2.11,macOS,790.86,Low-End
Razer,Intel i5,4,HDD,1024.0,AMD Radeon RX 6600,15.6,3840x2160,7.6,2.46,Linux,2040.08,High-End
Apple,AMD Ryzen 3,4,SSD,512.0,Nvidia RTX 2060,16.0,1366x768,11.9,2.11,FreeDOS,1161.14,Mid-End
HP,AMD Ryzen 5,8,SSD,1024.0,Nvidia RTX 3080,16.0,2560x1440,5.9,3.37,Linux,1440.4,Mid-End
Acer,AMD Ryzen 5,8,SSD,1024.0,Nvidia RTX 3080,17.3,1366x768,7.4,2.1,FreeDOS,870.14,Mid-End
Apple,Intel i7,64,SSD,2048.0,Nvidia GTX 1650,13.3,1366x768,7.7,3.35,FreeDOS,3657.92,Luxury
Acer,Intel i3,8,SSD,512.0,Nvidia RTX 2060,15.6,1920x1080,10.1,1.28,macOS,795.04,Low-End
Acer,AMD Ryzen 3,4,SSD,512.0,Nvidia RTX 2060,17.3,2560x1440,7.6,1.97,FreeDOS,1161.77,Mid-End
Acer,Intel i7,64,SSD,512.0,Nvidia RTX 2060,14.0,3840x2160,8.8,2.34,macOS,4815.75,Luxury
Razer,Intel i7,4,SSD,1024.0,Nvidia GTX 1650,14.0,1920x1080,11.6,2.23,Windows,1493.69,Mid-End
HP,Intel i5,8,SSD,1024.0,AMD Radeon RX 6600,16.0,1920x1080,9.9,1.8,macOS,1181.74,Mid-End
Apple,AMD Ryzen 7,64,SSD,512.0,AMD Radeon RX 6800,17.3,2560x1440,11.0,3.47,macOS,5940.54,Luxury
Dell,AMD Ryzen 7,32,SSD,1024.0,Nvidia RTX 3080,15.6,1366x768,6.7,2.02,Linux,1890.2,High-End
Asus,AMD Ryzen 9,16,SSD,1024.0,Nvidia RTX 3060,15.6,2560x1440,10.4,2.56,Windows,2801.03,High-End
Microsoft,AMD Ryzen 5,4,HDD,1024.0,AMD Radeon RX 6800,14.0,2560x1440,9.5,2.26,macOS,979.98,Mid-End
Razer,AMD Ryzen 7,32,SSD,512.0,AMD Radeon RX 6800,17.3,2560x1440,7.5,2.53,macOS,3815.73,Luxury
Microsoft,AMD Ryzen 9,32,SSD,2048.0,Nvidia RTX 3060,15.6,3840x2160,10.0,3.19,Windows,4907.72,Luxury
Lenovo,Intel i3,4,HDD,1024.0,Integrated,14.0,1920x1080,9.0,2.16,Linux,518.46,Low-End
HP,Intel i3,4,SSD,1024.0,Nvidia GTX 1650,14.0,1366x768,8.1,1.25,macOS,638.58,Low-End
Dell,AMD Ryzen 5,16,SSD,512.0,Nvidia RTX 2060,17.3,1920x1080,6.4,2.48,Windows,1340.73,Mid-End
Acer,Intel i5,64,SSD,256.0,Nvidia RTX 3060,16.0,3840x2160,12.0,1.91,Windows,4391.87,Luxury
Asus,AMD Ryzen 7,4,HDD,1024.0,Nvidia GTX 1650,16.0,1920x1080,6.9,1.5,Windows,1039.05,Mid-End
Apple,Intel i7,4,SSD,1024.0,AMD Radeon RX 6800,14.0,3840x2160,10.6,3.26,Windows,2771.67,High-End
MSI,AMD Ryzen 5,8,SSD,512.0,Nvidia RTX 2060,17.3,1366x768,4.4,1.73,FreeDOS,1286.08,Mid-End
Lenovo,AMD Ryzen 7,64,HDD,1024.0,Nvidia RTX 3080,17.3,3840x2160,8.6,3.39,FreeDOS,4636.12,Luxury
Apple,AMD Ryzen 5,8,SSD,2048.0,Integrated,17.3,1920x1080,9.3,2.16,macOS,1179.43,Mid-End
Asus,Intel i7,16,HDD,1024.0,Nvidia RTX 3080,13.3,1366x768,10.0,2.28,FreeDOS,979.07,Mid-End
HP,Intel i5,4,SSD,2048.0,Integrated,17.3,3840x2160,4.9,1.46,macOS,1048.56,Mid-End
Razer,AMD Ryzen 7,32,SSD,2048.0,Integrated,14.0,3840x2160,6.5,3.48,Linux,2977.45,High-End
Apple,Intel i5,8,SSD,2048.0,Nvidia RTX 3060,16.0,1920x1080,4.7,1.61,Windows,1526.38,High-End
HP,AMD Ryzen 7,4,SSD,1024.0,AMD Radeon RX 6800,13.3,2560x1440,9.7,2.63,Linux,1396.32,Mid-End
Acer,Intel i9,4,SSD,2048.0,Integrated,14.0,3840x2160,5.4,2.74,Linux,1575.64,High-End
Samsung,Intel i5,16,SSD,256.0,Nvidia RTX 3080,17.3,1366x768,7.2,2.6,FreeDOS,1256.17,Mid-End
Acer,AMD Ryzen 3,8,HDD,1024.0,Nvidia GTX 1650,15.6,3840x2160,11.3,2.65,Windows,1372.66,Mid-End
Lenovo,Intel i5,4,SSD,256.0,AMD Radeon RX 6600,14.0,2560x1440,11.7,2.46,macOS,1028.58,Mid-End
MSI,Intel i5,64,SSD,512.0,AMD Radeon RX 6800,13.3,3840x2160,10.4,2.81,Windows,5129.37,Luxury
Microsoft,Intel i5,32,SSD,2048.0,Nvidia RTX 2060,15.6,2560x1440,11.8,1.58,Linux,2304.34,High-End
MSI,AMD Ryzen 9,4,SSD,2048.0,AMD Radeon RX 6800,17.3,1366x768,7.0,2.7,macOS,1779.42,High-End
